SeqNo,Date,UTC Time,peso, Kg
          1,2012-01-31,22:01:32.995,          0
          2,2012-01-31,22:02:28.338,          2
          3,2012-01-31,22:02:29.658,          2
          4,2012-01-31,22:02:30.857,          2
          5,2012-01-31,22:02:32.006,          2
          6,2012-01-31,22:02:33.207,          2
          7,2012-01-31,22:02:34.537,          2
          8,2012-01-31,22:02:35.857,          2
//END
